"category","permissive","full_name","stars","license","language","pushed_at","url"
"other","true","modelcontextprotocol/python-sdk","22007","MIT","Python","2026-03-06T17:34:56Z","https://github.com/modelcontextprotocol/python-sdk"
"automation","false","mastra-ai/mastra","21782","NOASSERTION","TypeScript","2026-03-07T18:14:49Z","https://github.com/mastra-ai/mastra"
"automation","true","oraios/serena","21130","MIT","Python","2026-03-07T11:48:57Z","https://github.com/oraios/serena"
"automation","false","activepieces/activepieces","21115","NOASSERTION","TypeScript","2026-03-07T18:19:13Z","https://github.com/activepieces/activepieces"
"automation","true","openai/swarm","21093","MIT","Python","2025-03-11T17:27:22Z","https://github.com/openai/swarm"
"automation","false","Skyvern-AI/skyvern","20700","AGPL-3.0","Python","2026-03-07T15:38:51Z","https://github.com/Skyvern-AI/skyvern"
"automation","true","ruvnet/ruflo","19719","MIT","TypeScript","2026-03-06T00:26:03Z","https://github.com/ruvnet/ruflo"
"automation","true","openai/openai-agents-python","19402","MIT","Python","2026-03-07T11:23:17Z","https://github.com/openai/openai-agents-python"
"automation","false","humanlayer/12-factor-agents","18577","NOASSERTION","TypeScript","2025-09-21T14:37:40Z","https://github.com/humanlayer/12-factor-agents"
"automation","true","eosphoros-ai/DB-GPT","18216","MIT","Python","2026-03-05T04:53:06Z","https://github.com/eosphoros-ai/DB-GPT"
"automation","true","emcie-co/parlant","17809","Apache-2.0","Python","2026-03-07T16:29:39Z","https://github.com/emcie-co/parlant"
"automation","true","TransformerOptimus/SuperAGI","17242","MIT","Python","2025-01-22T22:14:07Z","https://github.com/TransformerOptimus/SuperAGI"
"automation","true","raga-ai-hub/RagaAI-Catalyst","16102","Apache-2.0","Python","2026-02-11T14:43:33Z","https://github.com/raga-ai-hub/RagaAI-Catalyst"
"automation","true","pydantic/pydantic-ai","15290","MIT","Python","2026-03-07T04:51:56Z","https://github.com/pydantic/pydantic-ai"
"automation","true","GLips/Figma-Context-MCP","13459","MIT","TypeScript","2026-03-04T22:22:10Z","https://github.com/GLips/Figma-Context-MCP"
"automation","true","googleapis/genai-toolbox","13303","Apache-2.0","Go","2026-03-07T18:49:35Z","https://github.com/googleapis/genai-toolbox"
"automation","false","Tencent/WeKnora","13264","NOASSERTION","Go","2026-03-06T13:08:28Z","https://github.com/Tencent/WeKnora"
"automation","true","casdoor/casdoor","13113","Apache-2.0","Go","2026-03-07T14:29:48Z","https://github.com/casdoor/casdoor"
"automation","true","nanobrowser/nanobrowser","12401","Apache-2.0","TypeScript","2025-11-24T11:10:03Z","https://github.com/nanobrowser/nanobrowser"
"automation","true","GreyDGL/PentestGPT","11951","MIT","Python","2026-02-23T15:48:40Z","https://github.com/GreyDGL/PentestGPT"
"other","false","modelcontextprotocol/typescript-sdk","11781","NOASSERTION","TypeScript","2026-03-07T04:30:24Z","https://github.com/modelcontextprotocol/typescript-sdk"
"automation","true","langchain4j/langchain4j","10981","Apache-2.0","Java","2026-03-06T17:47:54Z","https://github.com/langchain4j/langchain4j"
"automation","true","hangwin/mcp-chrome","10669","MIT","TypeScript","2026-01-06T13:05:39Z","https://github.com/hangwin/mcp-chrome"
"automation","true","The-Pocket/PocketFlow","10156","MIT","Python","2026-02-16T11:06:34Z","https://github.com/The-Pocket/PocketFlow"
"automation","true","simular-ai/Agent-S","10039","Apache-2.0","Python","2026-02-21T06:09:49Z","https://github.com/simular-ai/Agent-S"
"automation","true","mcp-use/mcp-use","9386","MIT","TypeScript","2026-03-06T16:54:38Z","https://github.com/mcp-use/mcp-use"
"automation","false","modelcontextprotocol/inspector","8944","NOASSERTION","TypeScript","2026-03-07T17:36:05Z","https://github.com/modelcontextprotocol/inspector"
"automation","true","Yeachan-Heo/oh-my-claudecode","8742","MIT","TypeScript","2026-03-07T14:58:46Z","https://github.com/Yeachan-Heo/oh-my-claudecode"
"automation","true","HKUDS/AutoAgent","8631","MIT","Python","2025-10-16T06:35:28Z","https://github.com/HKUDS/AutoAgent"
"automation","true","awslabs/mcp","8383","Apache-2.0","Python","2026-03-07T05:20:33Z","https://github.com/awslabs/mcp"
"automation","true","apify/crawlee-python","8189","Apache-2.0","Python","2026-03-06T13:31:55Z","https://github.com/apify/crawlee-python"
"automation","true","LaurieWired/GhidraMCP","7824","Apache-2.0","Java","2025-06-23T04:18:18Z","https://github.com/LaurieWired/GhidraMCP"
"automation","true","microsoft/agent-framework","7718","MIT","Python","2026-03-07T04:08:49Z","https://github.com/microsoft/agent-framework"
"automation","true","idosal/git-mcp","7717","Apache-2.0","TypeScript","2026-03-03T10:00:07Z","https://github.com/idosal/git-mcp"
"automation","true","0x4m4/hexstrike-ai","7269","MIT","Python","2026-03-06T22:35:52Z","https://github.com/0x4m4/hexstrike-ai"
"automation","true","InternLM/MindSearch","6788","Apache-2.0","JavaScript","2025-07-04T10:06:45Z","https://github.com/InternLM/MindSearch"
"automation","true","kreuzberg-dev/kreuzberg","6629","MIT","Rust","2026-03-07T13:58:05Z","https://github.com/kreuzberg-dev/kreuzberg"
"automation","true","TencentQQGYLab/AppAgent","6566","MIT","Python","2025-03-19T11:01:38Z","https://github.com/TencentQQGYLab/AppAgent"
"automation","false","modelcontextprotocol/registry","6522","NOASSERTION","Go","2026-03-07T14:53:32Z","https://github.com/modelcontextprotocol/registry"
"automation","true","VoltAgent/voltagent","6494","MIT","TypeScript","2026-03-06T18:45:06Z","https://github.com/VoltAgent/voltagent"
"automation","true","yzfly/Awesome-MCP-ZH","6405","MIT","","2026-03-04T02:37:00Z","https://github.com/yzfly/Awesome-MCP-ZH"
"automation","true","lavague-ai/LaVague","6312","Apache-2.0","Python","2025-01-21T13:41:48Z","https://github.com/lavague-ai/LaVague"
"automation","true","microsoft/TaskWeaver","6125","MIT","Python","2026-02-03T09:07:45Z","https://github.com/microsoft/TaskWeaver"
"automation","true","BrowserMCP/mcp","5978","Apache-2.0","TypeScript","2025-04-24T21:49:44Z","https://github.com/BrowserMCP/mcp"
"eq_companion","true","a16z-infra/companion-app","5940","MIT","TypeScript","2024-04-23T06:48:57Z","https://github.com/a16z-infra/companion-app"
"automation","true","aiwaves-cn/agents","5879","Apache-2.0","Python","2024-09-26T03:12:53Z","https://github.com/aiwaves-cn/agents"
"automation","true","kyegomez/swarms","5847","Apache-2.0","Python","2026-03-05T17:51:50Z","https://github.com/kyegomez/swarms"
"automation","true","PySpur-Dev/pyspur","5697","Apache-2.0","TypeScript","2025-07-20T19:18:16Z","https://github.com/PySpur-Dev/pyspur"
"automation","true","firecrawl/firecrawl-mcp-server","5685","MIT","JavaScript","2026-03-03T20:22:48Z","https://github.com/firecrawl/firecrawl-mcp-server"
"automation","true","MervinPraison/PraisonAI","5636","MIT","Python","2026-03-07T07:10:54Z","https://github.com/MervinPraison/PraisonAI"
"automation","true","wonderwhy-er/DesktopCommanderMCP","5618","MIT","TypeScript","2026-03-03T20:03:47Z","https://github.com/wonderwhy-er/DesktopCommanderMCP"
"automation","true","lharries/whatsapp-mcp","5386","MIT","Go","2025-07-13T17:22:00Z","https://github.com/lharries/whatsapp-mcp"
"automation","true","AgentOps-AI/agentops","5340","MIT","Python","2025-10-30T18:52:13Z","https://github.com/AgentOps-AI/agentops"
"automation","true","executeautomation/mcp-playwright","5284","MIT","TypeScript","2025-12-13T04:28:38Z","https://github.com/executeautomation/mcp-playwright"
"automation","false","appcypher/awesome-mcp-servers","5219","UNKNOWN","","2025-09-04T20:04:17Z","https://github.com/appcypher/awesome-mcp-servers"
"automation","true","cft0808/edict","5072","MIT","Python","2026-03-05T15:11:01Z","https://github.com/cft0808/edict"
"automation","false","nanbingxyz/5ire","5060","NOASSERTION","TypeScript","2026-01-23T02:07:34Z","https://github.com/nanbingxyz/5ire"
"automation","true","OpenBMB/AgentVerse","4954","Apache-2.0","JavaScript","2024-09-09T05:47:44Z","https://github.com/OpenBMB/AgentVerse"
"automation","true","aipotheosis-labs/aci","4728","Apache-2.0","Python","2026-01-08T15:35:45Z","https://github.com/aipotheosis-labs/aci"
"automation","true","getsentry/XcodeBuildMCP","4597","MIT","TypeScript","2026-03-07T11:24:24Z","https://github.com/getsentry/XcodeBuildMCP"
"automation","true","CursorTouch/Windows-MCP","4586","MIT","Python","2026-03-07T14:03:30Z","https://github.com/CursorTouch/Windows-MCP"
"automation","true","sooperset/mcp-atlassian","4518","MIT","Python","2026-03-02T14:51:28Z","https://github.com/sooperset/mcp-atlassian"
"automation","true","u14app/deep-research","4502","MIT","JavaScript","2026-02-10T08:48:28Z","https://github.com/u14app/deep-research"
"automation","false","21st-dev/magic-mcp","4377","UNKNOWN","TypeScript","2026-02-17T04:50:55Z","https://github.com/21st-dev/magic-mcp"
"automation","true","truefoundry/cognita","4325","Apache-2.0","Python","2026-02-23T09:54:31Z","https://github.com/truefoundry/cognita"
"automation","true","SylphAI-Inc/AdalFlow","4057","MIT","Python","2026-02-10T06:30:30Z","https://github.com/SylphAI-Inc/AdalFlow"
"automation","true","modelscope/ms-agent","4045","Apache-2.0","Python","2026-03-06T02:30:50Z","https://github.com/modelscope/ms-agent"
"other","false","modelcontextprotocol/go-sdk","4043","NOASSERTION","Go","2026-03-05T13:46:18Z","https://github.com/modelcontextprotocol/go-sdk"
"automation","true","open-webui/mcpo","4032","MIT","Python","2026-02-27T17:58:13Z","https://github.com/open-webui/mcpo"
"automation","true","VRSEN/agency-swarm","4028","MIT","Python","2026-03-05T03:10:29Z","https://github.com/VRSEN/agency-swarm"
"other","false","modelcontextprotocol/csharp-sdk","4013","NOASSERTION","C#","2026-03-06T23:38:11Z","https://github.com/modelcontextprotocol/csharp-sdk"
"automation","true","makenotion/notion-mcp-server","3996","MIT","TypeScript","2026-03-05T18:02:08Z","https://github.com/makenotion/notion-mcp-server"
"automation","false","Pimzino/spec-workflow-mcp","3961","GPL-3.0","TypeScript","2026-03-07T00:05:39Z","https://github.com/Pimzino/spec-workflow-mcp"
"automation","false","leerob/directories","3912","UNKNOWN","TypeScript","2026-03-03T18:13:13Z","https://github.com/leerob/directories"
"automation","true","JetBrains/koog","3776","Apache-2.0","Kotlin","2026-03-07T16:43:54Z","https://github.com/JetBrains/koog"
"automation","true","LazyAGI/LazyLLM","3738","Apache-2.0","Python","2026-03-06T01:58:46Z","https://github.com/LazyAGI/LazyLLM"
"automation","true","mobile-next/mobile-mcp","3733","Apache-2.0","TypeScript","2026-03-03T18:08:50Z","https://github.com/mobile-next/mobile-mcp"
"automation","true","wong2/awesome-mcp-servers","3709","MIT","","2025-12-17T15:10:39Z","https://github.com/wong2/awesome-mcp-servers"
"automation","true","opensumi/core","3607","MIT","TypeScript","2026-03-07T02:50:55Z","https://github.com/opensumi/core"
"automation","false","Minidoracat/mcp-feedback-enhanced","3597","NOASSERTION","JavaScript","2025-06-29T13:00:20Z","https://github.com/Minidoracat/mcp-feedback-enhanced"
"automation","true","icip-cas/PPTAgent","3451","MIT","Python","2026-03-06T11:14:55Z","https://github.com/icip-cas/PPTAgent"
"automation","true","haris-musa/excel-mcp-server","3426","MIT","Python","2026-01-19T08:14:42Z","https://github.com/haris-musa/excel-mcp-server"
"automation","true","laravel/boost","3320","MIT","PHP","2026-03-07T14:41:01Z","https://github.com/laravel/boost"
"other","true","modelcontextprotocol/java-sdk","3231","MIT","Java","2026-03-05T10:25:38Z","https://github.com/modelcontextprotocol/java-sdk"
"automation","true","Intelligent-Internet/ii-agent","3170","Apache-2.0","Python","2026-02-04T14:05:23Z","https://github.com/Intelligent-Internet/ii-agent"
"automation","true","i-am-bee/beeai-framework","3150","Apache-2.0","Python","2026-03-01T20:18:14Z","https://github.com/i-am-bee/beeai-framework"
"automation","true","run-llama/LlamaIndexTS","3065","MIT","TypeScript","2026-03-03T22:25:04Z","https://github.com/run-llama/LlamaIndexTS"
"automation","false","cheshire-cat-ai/core","2986","GPL-3.0","Python","2026-03-01T23:58:32Z","https://github.com/cheshire-cat-ai/core"
"automation","true","punkpeye/fastmcp","2980","MIT","TypeScript","2026-03-06T09:21:40Z","https://github.com/punkpeye/fastmcp"
"automation","true","MarkusPfundstein/mcp-obsidian","2961","MIT","Python","2025-06-28T09:04:04Z","https://github.com/MarkusPfundstein/mcp-obsidian"
"automation","true","Meirtz/Awesome-Context-Engineering","2959","MIT","","2025-08-05T09:28:45Z","https://github.com/Meirtz/Awesome-Context-Engineering"
"automation","true","agent-infra/sandbox","2886","Apache-2.0","Python","2026-03-04T09:04:58Z","https://github.com/agent-infra/sandbox"
"automation","true","microsoft/mcp","2720","MIT","C#","2026-03-07T05:14:25Z","https://github.com/microsoft/mcp"
"automation","true","Jpisnice/shadcn-ui-mcp-server","2681","MIT","TypeScript","2026-02-10T14:32:40Z","https://github.com/Jpisnice/shadcn-ui-mcp-server"
"automation","true","langchain-ai/langgraphjs","2609","MIT","TypeScript","2026-03-07T06:19:53Z","https://github.com/langchain-ai/langgraphjs"
"automation","true","steipete/Peekaboo","2605","MIT","Swift","2026-01-18T14:08:51Z","https://github.com/steipete/Peekaboo"
"automation","true","oxylabs/oxylabs-ai-studio-py","2553","MIT","Python","2025-12-04T14:55:30Z","https://github.com/oxylabs/oxylabs-ai-studio-py"
"automation","true","griptape-ai/griptape","2490","Apache-2.0","Python","2026-03-03T15:15:20Z","https://github.com/griptape-ai/griptape"
"automation","true","grafana/mcp-grafana","2487","Apache-2.0","Go","2026-03-06T14:49:53Z","https://github.com/grafana/mcp-grafana"
"automation","true","supercorp-ai/supergateway","2483","MIT","TypeScript","2025-10-09T17:05:14Z","https://github.com/supercorp-ai/supergateway"
"automation","true","BAAI-Agents/Cradle","2461","MIT","Python","2024-11-07T04:58:20Z","https://github.com/BAAI-Agents/Cradle"
"automation","true","zcaceres/markdownify-mcp","2436","MIT","TypeScript","2026-03-06T05:31:09Z","https://github.com/zcaceres/markdownify-mcp"
"automation","false","stellarlinkco/myclaude","2410","AGPL-3.0","Go","2026-03-05T08:08:53Z","https://github.com/stellarlinkco/myclaude"
"automation","true","hitsz-ids/synthetic-data-generator","2408","Apache-2.0","Python","2026-03-02T18:31:08Z","https://github.com/hitsz-ids/synthetic-data-generator"
"automation","true","dot-agent/nextpy","2335","Apache-2.0","Python","2024-05-01T09:46:55Z","https://github.com/dot-agent/nextpy"
"automation","false","trypromptly/LLMStack","2294","NOASSERTION","Python","2024-12-11T19:59:51Z","https://github.com/trypromptly/LLMStack"
"automation","true","blazickjp/arxiv-mcp-server","2286","Apache-2.0","Python","2026-02-13T18:36:00Z","https://github.com/blazickjp/arxiv-mcp-server"
"automation","true","openlit/openlit","2261","Apache-2.0","Python","2026-03-06T05:48:37Z","https://github.com/openlit/openlit"
"automation","true","bytebase/dbhub","2252","MIT","TypeScript","2026-03-07T13:07:40Z","https://github.com/bytebase/dbhub"
"automation","true","InternLM/lagent","2229","Apache-2.0","Python","2026-03-06T10:00:15Z","https://github.com/InternLM/lagent"
"automation","true","Coding-Solo/godot-mcp","2191","MIT","JavaScript","2026-01-30T23:26:21Z","https://github.com/Coding-Solo/godot-mcp"
"automation","true","brightdata/brightdata-mcp","2162","MIT","JavaScript","2026-03-04T07:13:18Z","https://github.com/brightdata/brightdata-mcp"
"automation","true","SolaceLabs/solace-agent-mesh","2145","Apache-2.0","Python","2026-03-07T18:00:00Z","https://github.com/SolaceLabs/solace-agent-mesh"
"automation","true","agentuniverse-ai/agentUniverse","2129","Apache-2.0","Python","2026-03-05T07:35:35Z","https://github.com/agentuniverse-ai/agentUniverse"
"automation","false","heshengtao/comfyui_LLM_party","2122","AGPL-3.0","Python","2025-09-08T02:51:40Z","https://github.com/heshengtao/comfyui_LLM_party"
"automation","true","run-llama/llama_deploy","2076","MIT","Python","2026-02-14T10:21:08Z","https://github.com/run-llama/llama_deploy"
"automation","true","AmoyLab/Unla","2047","MIT","TypeScript","2026-03-05T11:13:27Z","https://github.com/AmoyLab/Unla"
"automation","true","cyberagiinc/DevDocs","2038","Apache-2.0","TypeScript","2026-02-04T16:24:24Z","https://github.com/cyberagiinc/DevDocs"
"automation","false","jamubc/gemini-mcp-tool","2036","NOASSERTION","TypeScript","2025-11-25T11:48:56Z","https://github.com/jamubc/gemini-mcp-tool"
"automation","true","perplexityai/modelcontextprotocol","1998","MIT","TypeScript","2026-03-06T17:52:59Z","https://github.com/perplexityai/modelcontextprotocol"
"automation","true","chatmcp/mcpso","1977","Apache-2.0","TypeScript","2025-03-26T16:29:02Z","https://github.com/chatmcp/mcpso"
"automation","true","1517005260/graph-rag-agent","1951","MIT","Python","2025-11-05T08:15:51Z","https://github.com/1517005260/graph-rag-agent"
"automation","false","nottelabs/notte","1907","NOASSERTION","Python","2026-03-07T18:07:19Z","https://github.com/nottelabs/notte"
"automation","true","agentset-ai/agentset","1905","MIT","TypeScript","2026-03-06T11:13:29Z","https://github.com/agentset-ai/agentset"
"automation","true","melih-unsal/DemoGPT","1886","MIT","Python","2025-05-19T14:54:40Z","https://github.com/melih-unsal/DemoGPT"
"automation","true","agentgateway/agentgateway","1874","Apache-2.0","Rust","2026-03-06T20:27:40Z","https://github.com/agentgateway/agentgateway"
"automation","true","samanhappy/mcphub","1852","Apache-2.0","TypeScript","2026-03-07T05:10:39Z","https://github.com/samanhappy/mcphub"
"automation","false","mcp-router/mcp-router","1822","NOASSERTION","TypeScript","2026-01-24T06:22:47Z","https://github.com/mcp-router/mcp-router"
"automation","false","MCPJam/inspector","1789","NOASSERTION","TypeScript","2026-03-07T10:06:18Z","https://github.com/MCPJam/inspector"
"automation","false","modelcontextprotocol/ext-apps","1784","NOASSERTION","TypeScript","2026-03-06T21:46:20Z","https://github.com/modelcontextprotocol/ext-apps"
"automation","true","Vexa-ai/vexa","1773","Apache-2.0","Python","2026-03-07T13:29:43Z","https://github.com/Vexa-ai/vexa"
"automation","true","snyk/agent-scan","1764","Apache-2.0","Python","2026-03-06T15:49:06Z","https://github.com/snyk/agent-scan"
"automation","false","modelcontextprotocol/mcpb","1755","NOASSERTION","TypeScript","2026-02-18T21:01:51Z","https://github.com/modelcontextprotocol/mcpb"
"automation","true","neuron-core/neuron-ai","1755","MIT","PHP","2026-03-07T16:53:54Z","https://github.com/neuron-core/neuron-ai"
"automation","true","ravitemer/mcphub.nvim","1742","MIT","Lua","2026-01-18T10:00:29Z","https://github.com/ravitemer/mcphub.nvim"
"automation","true","GH05TCREW/pentestagent","1721","MIT","Python","2026-03-01T21:23:45Z","https://github.com/GH05TCREW/pentestagent"
"automation","true","joshuayoes/ios-simulator-mcp","1716","MIT","JavaScript","2026-01-24T06:29:21Z","https://github.com/joshuayoes/ios-simulator-mcp"
"automation","true","taylorwilsdon/google_workspace_mcp","1710","MIT","Python","2026-03-06T16:45:55Z","https://github.com/taylorwilsdon/google_workspace_mcp"
"automation","true","GongRzhe/Office-Word-MCP-Server","1693","MIT","Python","2025-12-31T13:23:05Z","https://github.com/GongRzhe/Office-Word-MCP-Server"
"automation","true","abhi1693/openclaw-mission-control","1684","MIT","TypeScript","2026-03-07T18:48:04Z","https://github.com/abhi1693/openclaw-mission-control"
"automation","true","microsoft/skills","1638","MIT","TypeScript","2026-03-06T04:02:13Z","https://github.com/microsoft/skills"
"automation","true","stacklok/toolhive","1632","Apache-2.0","Go","2026-03-07T13:43:53Z","https://github.com/stacklok/toolhive"
"automation","true","timescale/pg-aiguide","1589","Apache-2.0","Python","2026-02-26T19:02:27Z","https://github.com/timescale/pg-aiguide"
"automation","true","leonardsellem/n8n-mcp-server","1572","MIT","TypeScript","2025-07-09T21:05:08Z","https://github.com/leonardsellem/n8n-mcp-server"
"automation","true","GongRzhe/Office-PowerPoint-MCP-Server","1559","MIT","Python","2025-12-31T13:23:39Z","https://github.com/GongRzhe/Office-PowerPoint-MCP-Server"
"automation","true","fetchai/uAgents","1554","Apache-2.0","Python","2026-03-07T07:15:23Z","https://github.com/fetchai/uAgents"
"automation","true","financial-datasets/mcp-server","1535","MIT","Python","2025-06-05T19:50:38Z","https://github.com/financial-datasets/mcp-server"
"automation","true","f/mcptools","1511","MIT","Go","2025-12-18T10:20:08Z","https://github.com/f/mcptools"
"automation","true","anaisbetts/mcp-installer","1508","MIT","JavaScript","2024-11-26T20:05:09Z","https://github.com/anaisbetts/mcp-installer"
"automation","true","isaacphi/mcp-language-server","1471","BSD-3-Clause","Go","2026-03-01T23:27:09Z","https://github.com/isaacphi/mcp-language-server"
"automation","false","openai/SWELancer-Benchmark","1439","UNKNOWN","","2025-07-18T02:02:20Z","https://github.com/openai/SWELancer-Benchmark"
"automation","true","catlog22/Claude-Code-Workflow","1437","MIT","TypeScript","2026-03-07T15:33:23Z","https://github.com/catlog22/Claude-Code-Workflow"
"automation","true","korotovsky/slack-mcp-server","1427","MIT","Go","2026-03-05T17:31:07Z","https://github.com/korotovsky/slack-mcp-server"
"automation","false","MicrosoftDocs/mcp","1424","CC-BY-4.0","PowerShell","2026-02-12T01:52:52Z","https://github.com/MicrosoftDocs/mcp"
"eq_companion","false","akdeb/ElatoAI","1421","NOASSERTION","TypeScript","2026-03-05T18:17:54Z","https://github.com/akdeb/ElatoAI"
"automation","true","ForLoopCodes/contextplus","1414","MIT","TypeScript","2026-03-06T07:24:29Z","https://github.com/ForLoopCodes/contextplus"
"automation","true","zinja-coder/jadx-ai-mcp","1392","Apache-2.0","Java","2026-02-28T17:08:29Z","https://github.com/zinja-coder/jadx-ai-mcp"
"other","false","modelcontextprotocol/php-sdk","1386","NOASSERTION","PHP","2026-03-04T23:07:50Z","https://github.com/modelcontextprotocol/php-sdk"
"automation","true","theNetworkChuck/docker-mcp-tutorial","1382","MIT","","2025-09-12T15:21:49Z","https://github.com/theNetworkChuck/docker-mcp-tutorial"
"automation","false","tuya/TuyaOpen","1370","NOASSERTION","C","2026-03-05T09:44:23Z","https://github.com/tuya/TuyaOpen"
"automation","true","microsoft/azure-devops-mcp","1369","MIT","TypeScript","2026-03-06T20:14:36Z","https://github.com/microsoft/azure-devops-mcp"
"automation","false","kaushikb11/awesome-llm-agents","1357","UNKNOWN","Python","2026-03-01T03:16:12Z","https://github.com/kaushikb11/awesome-llm-agents"
"automation","true","Danau5tin/multi-agent-coding-system","1340","Apache-2.0","Python","2025-11-03T12:22:00Z","https://github.com/Danau5tin/multi-agent-coding-system"
"automation","true","Flux159/mcp-server-kubernetes","1339","MIT","TypeScript","2026-03-01T18:50:21Z","https://github.com/Flux159/mcp-server-kubernetes"
"automation","true","tavily-ai/tavily-mcp","1318","MIT","JavaScript","2026-03-06T19:53:32Z","https://github.com/tavily-ai/tavily-mcp"
"automation","true","agents-flex/agents-flex","1315","Apache-2.0","Java","2026-03-06T08:36:43Z","https://github.com/agents-flex/agents-flex"
"automation","true","yctimlin/mcp_excalidraw","1310","MIT","JavaScript","2026-03-06T06:27:40Z","https://github.com/yctimlin/mcp_excalidraw"
"automation","true","video-db/Director","1305","MIT","Python","2026-01-23T15:34:16Z","https://github.com/video-db/Director"
"automation","true","MiniMax-AI/MiniMax-MCP","1298","MIT","Python","2026-01-07T08:41:17Z","https://github.com/MiniMax-AI/MiniMax-MCP"
"automation","true","benborla/mcp-server-mysql","1292","MIT","JavaScript","2026-02-25T14:23:23Z","https://github.com/benborla/mcp-server-mysql"
"automation","false","modelcontextprotocol/swift-sdk","1287","NOASSERTION","Swift","2026-03-05T12:53:46Z","https://github.com/modelcontextprotocol/swift-sdk"
"automation","false","modelcontextprotocol/kotlin-sdk","1283","NOASSERTION","Kotlin","2026-03-07T02:56:25Z","https://github.com/modelcontextprotocol/kotlin-sdk"
"automation","true","regenrek/deepwiki-mcp","1276","MIT","TypeScript","2026-01-15T21:17:15Z","https://github.com/regenrek/deepwiki-mcp"
"automation","true","hashicorp/terraform-mcp-server","1265","MPL-2.0","Go","2026-03-05T19:29:52Z","https://github.com/hashicorp/terraform-mcp-server"
"automation","true","qdrant/mcp-server-qdrant","1264","Apache-2.0","Python","2026-01-28T20:51:03Z","https://github.com/qdrant/mcp-server-qdrant"
"automation","true","PleasePrompto/notebooklm-mcp","1261","MIT","TypeScript","2025-12-27T03:50:20Z","https://github.com/PleasePrompto/notebooklm-mcp"
"other","true","containers/kubernetes-mcp-server","1239","Apache-2.0","Go","2026-03-06T15:45:59Z","https://github.com/containers/kubernetes-mcp-server"
"automation","true","crshdn/mission-control","1218","MIT","TypeScript","2026-03-05T17:42:33Z","https://github.com/crshdn/mission-control"
"automation","false","CommandCodeAI/BaseAI","1213","NOASSERTION","TypeScript","2026-02-18T17:45:14Z","https://github.com/CommandCodeAI/BaseAI"
"other","true","metoro-io/mcp-golang","1203","MIT","Go","2026-02-25T20:58:05Z","https://github.com/metoro-io/mcp-golang"
"automation","true","browserable/browserable","1168","MIT","JavaScript","2025-08-27T09:11:28Z","https://github.com/browserable/browserable"
"other","true","designcomputer/mysql_mcp_server","1151","MIT","Python","2025-06-05T11:05:28Z","https://github.com/designcomputer/mysql_mcp_server"
"automation","true","Kocoro-lab/Shannon","1147","MIT","Go","2026-02-19T06:08:08Z","https://github.com/Kocoro-lab/Shannon"
"automation","false","ServiceNow/BrowserGym","1142","NOASSERTION","Python","2026-02-10T20:33:48Z","https://github.com/ServiceNow/BrowserGym"
"automation","false","e2b-dev/awesome-ai-sdks","1140","UNKNOWN","","2025-02-26T10:07:19Z","https://github.com/e2b-dev/awesome-ai-sdks"
"automation","false","Ido-Levi/Hephaestus","1118","NOASSERTION","Python","2025-12-01T07:39:12Z","https://github.com/Ido-Levi/Hephaestus"
"automation","false","Doriandarko/make-it-heavy","1101","NOASSERTION","Python","2025-07-16T15:18:33Z","https://github.com/Doriandarko/make-it-heavy"
"automation","false","hyperbrowserai/HyperAgent","1100","NOASSERTION","TypeScript","2026-02-14T22:59:52Z","https://github.com/hyperbrowserai/HyperAgent"
"other","true","GongRzhe/Gmail-MCP-Server","1050","MIT","JavaScript","2025-08-06T03:06:45Z","https://github.com/GongRzhe/Gmail-MCP-Server"
"automation","true","dynamiq-ai/dynamiq","1033","Apache-2.0","Python","2026-03-06T17:19:34Z","https://github.com/dynamiq-ai/dynamiq"
"other","true","YuzeHao2023/Awesome-MCP-Servers","1029","Apache-2.0","","2026-03-03T12:16:41Z","https://github.com/YuzeHao2023/Awesome-MCP-Servers"
"automation","true","yohey-w/multi-agent-shogun","1029","MIT","Shell","2026-03-03T14:47:13Z","https://github.com/yohey-w/multi-agent-shogun"
"automation","true","browserwing/browserwing","1027","MIT","TypeScript","2026-03-06T02:21:13Z","https://github.com/browserwing/browserwing"
"other","false","modelcontextprotocol/quickstart-resources","1015","NOASSERTION","Go","2026-03-07T06:57:13Z","https://github.com/modelcontextprotocol/quickstart-resources"
"eq_companion","true","morettt/my-neuro","1014","MIT","JavaScript","2026-03-07T17:43:04Z","https://github.com/morettt/my-neuro"
"automation","true","letta-ai/agent-file","1012","Apache-2.0","TypeScript","2026-03-03T00:30:33Z","https://github.com/letta-ai/agent-file"
"automation","true","victordibia/autogen-ui","990","MIT","TypeScript","2024-11-14T00:31:12Z","https://github.com/victordibia/autogen-ui"
"automation","false","trpc-group/trpc-agent-go","975","NOASSERTION","Go","2026-03-07T10:29:49Z","https://github.com/trpc-group/trpc-agent-go"
"other","true","patruff/ollama-mcp-bridge","970","MIT","TypeScript","2025-04-20T07:26:36Z","https://github.com/patruff/ollama-mcp-bridge"
"other","true","JetBrains/mcp-jetbrains","943","Apache-2.0","JavaScript","2026-01-07T16:21:45Z","https://github.com/JetBrains/mcp-jetbrains"
"other","true","mongodb-js/mongodb-mcp-server","942","Apache-2.0","TypeScript","2026-03-06T23:04:57Z","https://github.com/mongodb-js/mongodb-mcp-server"
"other","true","datagouv/datagouv-mcp","935","MIT","Python","2026-03-05T12:32:34Z","https://github.com/datagouv/datagouv-mcp"
